"","SUBSTANCENAME","NONPROPRIETARYNAME","NDC_11","PHARM_CLASSES","PRODUCTNDC","NDCPACKAGECODE","PRODUCTID","PRODUCTTYPENAME","PROPRIETARYNAME","PROPRIETARYNAMESUFFIX","DOSAGEFORMNAME","ROUTENAME","STARTMARKETINGDATE","ENDMARKETINGDATE","MARKETINGCATEGORYNAME","APPLICATIONNUMBER","LABELERNAME","ACTIVE_NUMERATOR_STRENGTH","ACTIVE_INGRED_UNIT","DEASCHEDULE","NDC_EXCLUDE_FLAG","LISTING_RECORD_CERTIFIED_THROUGH"
"4349","AMOXICILLIN; OMEPRAZOLE MAGNESIUM; RIFABUTIN","omeprazole magnesium, amoxicillin and rifabutin","57841115004","Cytochrome P450 2C19 Inhibitors [MoA], Penicillin-class Antibacterial [EPC], Penicillins [CS], Proton Pump Inhibitor [EPC], Proton Pump Inhibitors [MoA], Rifamycin Antimycobacterial [EPC], Rifamycins [CS]","57841-1150","57841-1150-4","57841-1150_23124460-5e8c-46a8-b2a7-9ee4f94b58ca","HUMAN PRESCRIPTION DRUG","Talicia","","CAPSULE, DELAYED RELEASE","ORAL","20200309","","NDA","NDA213004","RedHill Biopharma Ltd","250; 10; 12.5","mg/1; mg/1; mg/1","","N","20241231"
"4350","RIFAMYCIN","Rifamycin","57841120001","Rifamycin Antibacterial [EPC], Rifamycins [CS]","57841-1200","57841-1200-1","57841-1200_9377a845-abf1-4c32-84e6-51ee3473c9d2","HUMAN PRESCRIPTION DRUG","Aemcolo","","TABLET, DELAYED RELEASE","ORAL","20210701","","NDA","NDA210910","RedHill Biopharma Ltd","194","mg/1","","N","20241231"
"4351","RIFAMYCIN","Rifamycin","57841120002","Rifamycin Antibacterial [EPC], Rifamycins [CS]","57841-1200","57841-1200-2","57841-1200_9377a845-abf1-4c32-84e6-51ee3473c9d2","HUMAN PRESCRIPTION DRUG","Aemcolo","","TABLET, DELAYED RELEASE","ORAL","20210701","","NDA","NDA210910","RedHill Biopharma Ltd","194","mg/1","","N","20241231"
"4352","RIFAMYCIN","Rifamycin","57841120101","Rifamycin Antibacterial [EPC], Rifamycins [CS]","57841-1201","57841-1201-1","57841-1201_9377a845-abf1-4c32-84e6-51ee3473c9d2","HUMAN PRESCRIPTION DRUG","Aemcolo","","TABLET, DELAYED RELEASE","ORAL","20210701","","NDA","NDA210910","RedHill Biopharma Ltd","194","mg/1","","N","20241231"
"4353","SULFACETAMIDE SODIUM; SULFUR","SULFACETAMIDE SODIUM, SULFUR","57883040410","Sulfonamide Antibacterial [EPC], Sulfonamides [CS]","57883-404","57883-404-10","57883-404_9a9e13b8-3bc2-8223-e053-2995a90ac060","HUMAN PRESCRIPTION DRUG","Plexion","","CLOTH","TOPICAL","20050901","","UNAPPROVED DRUG OTHER","","Brava Pharmaceuticals, LLC","98; 48","mg/g; mg/g","","N","20241231"
"4354","SULFACETAMIDE SODIUM; SULFUR","SULFACETAMIDE SODIUM, SULFUR","57883040460","Sulfonamide Antibacterial [EPC], Sulfonamides [CS]","57883-404","57883-404-60","57883-404_9a9e13b8-3bc2-8223-e053-2995a90ac060","HUMAN PRESCRIPTION DRUG","Plexion","","CLOTH","TOPICAL","20050901","","UNAPPROVED DRUG OTHER","","Brava Pharmaceuticals, LLC","98; 48","mg/g; mg/g","","N","20241231"
"4355","BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE","Bacitracin zinc, Neomycin sulfate , Polymyxin B sulfate.","57896014314","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Decreased Cell Wall Synthesis & Repair [PE], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","57896-143","57896-143-14","57896-143_0df8f032-44e7-2544-e063-6394a90a0413","HUMAN OTC DRUG","Triple Antibiotic","","OINTMENT","TOPICAL","20220401","","OTC MONOGRAPH DRUG","M004","Geri-Care Pharmaceuticals, Corp","400; 3.5; 5000","[USP'U]/g; mg/g; [USP'U]/g","","N","20251231"
"4356","ARABICA COFFEE BEAN; ATROPA BELLADONNA; BRYONIA ALBA ROOT; CAPSICUM; GELSEMIUM SEMPERVIRENS ROOT; LYCOPODIUM CLAVATUM SPORE; NITROGLYCERIN; POTASSIUM DICHROMATE; QUININE ARSENITE; SANGUINARIA CANADENSIS ROOT; SODIUM CHLORIDE; SPIGELIA ANTHELMIA WHOLE; STRYCHNOS IGNATII SEED; STRYCHNOS NUX-VOMICA SEED; SULFUR","Belladonna, Bryonia, Capsicum annuum, Chininum arsenicosum, Coffea cruda, Gelsemium sempervirens, Glonoinum, Ignatia amara, Kali bichromicum, Lycopodium clavatum, Natrum muriaticum, Nux vomica, Sanguinaria canadensis, Spigelia anthelmia, Sulphur","57955283002","Allergens [CS], Allergens [CS], Allergens [CS], Antimalarial [EPC], Cell-mediated Immunity [PE], Cell-mediated Immunity [PE], Cell-mediated Immunity [PE], Dietary Proteins [CS], Dietary Proteins [CS], Increased Histamine Release [PE], Increased Histamine Release [PE], Increased Histamine Release [PE], Increased IgG Production [PE], Nitrate Vasodilator [EPC], Nitrates [CS], Non-Standardized Food Allergenic Extract [EPC], Non-Standardized Food Allergenic Extract [EPC], Non-Standardized Plant Allergenic Extract [EPC], Non-Standardized Plant Allergenic Extract [EPC], Non-Standardized Plant Allergenic Extract [EPC], Plant Proteins [CS], Plant Proteins [CS], Plant Proteins [CS], Seed Storage Proteins [CS], Seed Storage Proteins [CS], Vasodilation [PE], Vegetable Proteins [CS]","57955-2830","57955-2830-2","57955-2830_b55c5c7f-af50-4866-b6db-baaa08908c2d","HUMAN OTC DRUG","Headache Relief","","LIQUID","ORAL","20220722","","UNAPPROVED HOMEOPATHIC","","King Bio Inc.","10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10; 10","[hp_X]/59mL; [hp_X]/59mL; [hp_X]/59mL; [hp_X]/59mL; [hp_X]/59mL; [hp_X]/59mL; [hp_X]/59mL; [hp_X]/59mL; [hp_X]/59mL; [hp_X]/59mL; [hp_X]/59mL; [hp_X]/59mL; [hp_X]/59mL; [hp_X]/59mL; [hp_X]/59mL","","N","20241231"
"4357","DALBAVANCIN HYDROCHLORIDE","Dalbavancin","57970010001","Lipoglycopeptide Antibacterial [EPC], Lipoglycopeptides [CS]","57970-100","57970-100-01","57970-100_7af442bd-bfea-4c93-88cd-0433f1cbf2a7","HUMAN PRESCRIPTION DRUG","DALVANCE","","INJECTION, POWDER, FOR SOLUTION","INTRAVENOUS","20140523","","NDA","NDA021883","Allergan, Inc.","500","mg/25mL","","N","20251231"
"4358","BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE","Triple Antibiotic","58228200902","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Decreased Cell Wall Synthesis & Repair [PE], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","58228-2009","58228-2009-2","58228-2009_f76d7d18-0fa2-d943-e053-6294a90ac20a","HUMAN OTC DRUG","Triple Antibiotic","","OINTMENT","TOPICAL","20230410","","OTC MONOGRAPH FINAL","part333B","ProStat First Aid","400; 5; 5000","[iU]/g; mg/g; [iU]/g","","N","20241231"
"4359","BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE","PS-2261 Triple Antibiotic, 0.5g","58228226101","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Decreased Cell Wall Synthesis & Repair [PE], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","58228-2261","58228-2261-1","58228-2261_0072f8de-fc07-d529-e063-6294a90a08db","HUMAN OTC DRUG","PS-2261 Triple Antibiotic, 0.5g","","OINTMENT","TOPICAL","20230731","","OTC MONOGRAPH FINAL","part333B","ProStat First Aid LLC","400; 5; 5000","[iU]/g; mg/g; [iU]/g","","N","20241231"
"4360","BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE","PS - 2895 Triple Antibiotic , 0.5g","58228289501","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Decreased Cell Wall Synthesis & Repair [PE], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","58228-2895","58228-2895-1","58228-2895_0050de33-914c-f76d-e063-6394a90a7fab","HUMAN OTC DRUG","PS - 2895 Triple Antibiotic , 0.5g","","OINTMENT","TOPICAL","20230731","","OTC MONOGRAPH FINAL","part333B","Prostat First Aid LLC","400; 5; 5000","[iU]/g; mg/g; [iU]/g","","N","20241231"
"4361","BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE","Triple Antibiotic","58228620901","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Decreased Cell Wall Synthesis & Repair [PE], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","58228-6209","58228-6209-1","58228-6209_0f509f96-a084-37d1-e063-6394a90a622c","HUMAN OTC DRUG","Triple Antibiotic","","OINTMENT","TOPICAL","20240126","","OTC MONOGRAPH DRUG","M004","Front Line Safety","400; 5; 5000","[iU]/g; mg/g; [iU]/g","","N","20251231"
"4362","BAPTISIA TINCTORIA; CITRULLUS COLOCYNTHIS FRUIT PULP; FERROSOFERRIC PHOSPHATE; MATRICARIA CHAMOMILLA; MERCURIC CHLORIDE; NERIUM OLEANDER LEAF; PHOSPHORIC ACID; QUININE ARSENITE; TOXICODENDRON PUBESCENS LEAF; VERATRUM ALBUM ROOT","QUININE ARSENITE, PHOSPHORIC ACID, MATRICARIA CHAMOMILLA, CITRULLUS COLOCYNTHIS FRUIT PULP, MERCURIC CHLORIDE, VERATRUM ALBUM ROOT, BAPTISIA TINCTORIA, FERROSOFERRIC PHOSPHATE, NERIUM OLEANDER LEAF, and TOXICODENDRON PUBESCENS LEAF","58264000401","Antimalarial [EPC]","58264-0004","58264-0004-1","58264-0004_e080c64c-d75d-080d-e053-2a95a90ad59f","HUMAN OTC DRUG","D-4","","SOLUTION","SUBLINGUAL","19900101","","UNAPPROVED HOMEOPATHIC","","DNA Labs, Inc.","4; 6; 8; 4; 5; 6; 3; 12; 4; 6","[hp_X]/mL; [hp_X]/mL; [hp_X]/mL; [hp_X]/mL; [hp_X]/mL; [hp_X]/mL; [hp_X]/mL; [hp_X]/mL; [hp_X]/mL; [hp_X]/mL","","N","20241231"
"4363","MICONAZOLE NITRATE","Tolnaftate","58593062553","Azole Antifungal [EPC], Azoles [CS]","58593-625","58593-625-53","58593-625_d230435a-3ba8-2a2d-e053-2995a90a2989","HUMAN OTC DRUG","Hongo Killer","","AEROSOL, SPRAY","TOPICAL","20041001","","OTC MONOGRAPH FINAL","part333C","Efficient Laboratories Inc",".2","g/10g","","N","20241231"
"4364","SULFACETAMIDE SODIUM; SULFUR","SODIUM SULFACETAMIDE 10% AND SULFUR 5% Emollient Cream","58657046801","Sulfonamide Antibacterial [EPC], Sulfonamides [CS]","58657-468","58657-468-01","58657-468_0c595c30-6eae-a7a3-e063-6394a90afd83","HUMAN PRESCRIPTION DRUG","SODIUM SULFACETAMIDE 10% AND SULFUR 5% Emollient Cream","","CREAM","TOPICAL","20220515","","UNAPPROVED DRUG OTHER","","Method Pharmaceuticals, LLC","100; 50","mg/g; mg/g","","N","20241231"
"4365","SULFACETAMIDE SODIUM; SULFUR","SODIUM SULFACETAMIDE 10% AND SULFUR 5% Emollient Cream","58657046802","Sulfonamide Antibacterial [EPC], Sulfonamides [CS]","58657-468","58657-468-02","58657-468_0c595c30-6eae-a7a3-e063-6394a90afd83","HUMAN PRESCRIPTION DRUG","SODIUM SULFACETAMIDE 10% AND SULFUR 5% Emollient Cream","","CREAM","TOPICAL","20220515","","UNAPPROVED DRUG OTHER","","Method Pharmaceuticals, LLC","100; 50","mg/g; mg/g","","N","20241231"
"4366","SULFACETAMIDE SODIUM; SULFUR","SULFACETAMIDE SODIUM, SULFUR","58657046916","Sulfonamide Antibacterial [EPC], Sulfonamides [CS]","58657-469","58657-469-16","58657-469_0c59876a-50c2-b56c-e063-6394a90a94a8","HUMAN PRESCRIPTION DRUG","Sodium Sulfacetamide 8% and Sulfur 4% Cleanser","","LIQUID","TOPICAL","20220201","","UNAPPROVED DRUG OTHER","","Method Pharmaceuticals","80; 40","mg/mL; mg/mL","","N","20241231"
"4367","SULFACETAMIDE SODIUM; SULFUR","SULFACETAMIDE SODIUM, SULFUR","58657047108","Sulfonamide Antibacterial [EPC], Sulfonamides [CS]","58657-471","58657-471-08","58657-471_0c599de8-185c-bd96-e063-6394a90ab7db","HUMAN PRESCRIPTION DRUG","Sodium Sulfacetamide 10% and Sulfur 2% Cleanser","","LIQUID","TOPICAL","20220201","","UNAPPROVED DRUG OTHER","","Method Pharmaceuticals","100; 20","mg/g; mg/g","","N","20241231"
"4368","SULFACETAMIDE SODIUM; SULFUR","SULFACETAMIDE SODIUM, SULFUR","58657047206","Sulfonamide Antibacterial [EPC], Sulfonamides [CS]","58657-472","58657-472-06","58657-472_0c59c0f1-3ba6-c948-e063-6394a90a04e6","HUMAN PRESCRIPTION DRUG","Sodium Sulfacetamide and Sulfur","","LIQUID","TOPICAL","20211115","","UNAPPROVED DRUG OTHER","","Method Pharmaceuticals, LLC","100; 50","mg/g; mg/g","","N","20241231"
"4369","SULFACETAMIDE SODIUM; SULFUR","SULFACETAMIDE SODIUM, SULFUR","58657047207","Sulfonamide Antibacterial [EPC], Sulfonamides [CS]","58657-472","58657-472-07","58657-472_0c59c0f1-3ba6-c948-e063-6394a90a04e6","HUMAN PRESCRIPTION DRUG","Sodium Sulfacetamide and Sulfur","","LIQUID","TOPICAL","20211115","","UNAPPROVED DRUG OTHER","","Method Pharmaceuticals, LLC","100; 50","mg/g; mg/g","","N","20241231"
"4370","SULFACETAMIDE SODIUM; SULFUR","SULFACETAMIDE SODIUM, SULFUR","58657047208","Sulfonamide Antibacterial [EPC], Sulfonamides [CS]","58657-472","58657-472-08","58657-472_0c59c0f1-3ba6-c948-e063-6394a90a04e6","HUMAN PRESCRIPTION DRUG","Sodium Sulfacetamide and Sulfur","","LIQUID","TOPICAL","20211115","","UNAPPROVED DRUG OTHER","","Method Pharmaceuticals, LLC","100; 50","mg/g; mg/g","","N","20241231"
"4371","SULFACETAMIDE SODIUM; SULFUR","SULFACETAMIDE SODIUM, SULFUR","58657047212","Sulfonamide Antibacterial [EPC], Sulfonamides [CS]","58657-472","58657-472-12","58657-472_0c59c0f1-3ba6-c948-e063-6394a90a04e6","HUMAN PRESCRIPTION DRUG","Sodium Sulfacetamide and Sulfur","","LIQUID","TOPICAL","20211115","","UNAPPROVED DRUG OTHER","","Method Pharmaceuticals, LLC","100; 50","mg/g; mg/g","","N","20241231"
"4372","SULFACETAMIDE SODIUM; SULFUR","SULFACETAMIDE SODIUM, SULFUR","58657047213","Sulfonamide Antibacterial [EPC], Sulfonamides [CS]","58657-472","58657-472-13","58657-472_0c59c0f1-3ba6-c948-e063-6394a90a04e6","HUMAN PRESCRIPTION DRUG","Sodium Sulfacetamide and Sulfur","","LIQUID","TOPICAL","20211115","","UNAPPROVED DRUG OTHER","","Method Pharmaceuticals, LLC","100; 50","mg/g; mg/g","","N","20241231"
"4373","SULFACETAMIDE SODIUM; SULFUR","SULFACETAMIDE SODIUM, SULFUR","58657047316","Sulfonamide Antibacterial [EPC], Sulfonamides [CS]","58657-473","58657-473-16","58657-473_0c59dadf-cb30-d28e-e063-6394a90ac3a1","HUMAN PRESCRIPTION DRUG","Sodium Sulfacetamide 9% and Sulfur 4% Cleanser","","LIQUID","TOPICAL","20220201","","UNAPPROVED DRUG OTHER","","Method Pharmaceuticals","90; 40","mg/mL; mg/mL","","N","20241231"
"4374","SULFACETAMIDE SODIUM; SULFUR","SULFACETAMIDE SODIUM, SULFUR","58657047416","Sulfonamide Antibacterial [EPC], Sulfonamides [CS]","58657-474","58657-474-16","58657-474_0c59dadf-cb37-d28e-e063-6394a90ac3a1","HUMAN PRESCRIPTION DRUG","Sodium Sulfacetamide 9% and Sulfur 4.5% Cleanser","","LIQUID","TOPICAL","20220201","","UNAPPROVED DRUG OTHER","","Method Pharmaceuticals","90; 45","mg/g; mg/g","","N","20241231"
"4375","SULFACETAMIDE SODIUM","Sodium Sulfacetamide","58657047706","Sulfonamide Antibacterial [EPC], Sulfonamides [CS]","58657-477","58657-477-06","58657-477_0c5a0c6b-b579-dd72-e063-6394a90aa2a4","HUMAN PRESCRIPTION DRUG","Sodium Sulfacetamide","","LIQUID","TOPICAL","20220115","","UNAPPROVED DRUG OTHER","","Method Pharmaceuticals, LLC","100","mg/g","","N","20241231"
"4376","SULFACETAMIDE SODIUM","Sodium Sulfacetamide","58657047712","Sulfonamide Antibacterial [EPC], Sulfonamides [CS]","58657-477","58657-477-12","58657-477_0c5a0c6b-b579-dd72-e063-6394a90aa2a4","HUMAN PRESCRIPTION DRUG","Sodium Sulfacetamide","","LIQUID","TOPICAL","20220115","","UNAPPROVED DRUG OTHER","","Method Pharmaceuticals, LLC","100","mg/g","","N","20241231"
"4377","SULFACETAMIDE SODIUM","Sodium Sulfacetamide","58657047716","Sulfonamide Antibacterial [EPC], Sulfonamides [CS]","58657-477","58657-477-16","58657-477_0c5a0c6b-b579-dd72-e063-6394a90aa2a4","HUMAN PRESCRIPTION DRUG","Sodium Sulfacetamide","","LIQUID","TOPICAL","20220115","","UNAPPROVED DRUG OTHER","","Method Pharmaceuticals, LLC","100","mg/g","","N","20241231"
"4378","CIPROFLOXACIN HYDROCHLORIDE","Ciprofloxacin","58657067501","Cytochrome P450 1A2 Inhibitors [MoA], Fluoroquinolone Antibacterial [EPC], Fluoroquinolones [CS]","58657-675","58657-675-01","58657-675_0c46d258-125f-6587-e063-6294a90a716c","HUMAN PRESCRIPTION DRUG","Ciprofloxacin","","TABLET, COATED","ORAL","20200812","","ANDA","ANDA208921","Method Pharmaceuticals, LLC","250","mg/1","","N","20241231"
"4379","CIPROFLOXACIN HYDROCHLORIDE","Ciprofloxacin","58657067601","Cytochrome P450 1A2 Inhibitors [MoA], Fluoroquinolone Antibacterial [EPC], Fluoroquinolones [CS]","58657-676","58657-676-01","58657-676_0c46d258-125f-6587-e063-6294a90a716c","HUMAN PRESCRIPTION DRUG","Ciprofloxacin","","TABLET, COATED","ORAL","20200812","","ANDA","ANDA208921","Method Pharmaceuticals, LLC","500","mg/1","","N","20241231"
"4380","BISMUTH SUBCITRATE POTASSIUM; METRONIDAZOLE; TETRACYCLINE HYDROCHLORIDE","Bismuth subcitrate potassium, Metronidazole, Tetracycline hydrochloride","58914060120","Bismuth [CS], Bismuth [EPC], Nitroimidazole Antimicrobial [EPC], Nitroimidazoles [CS], Tetracycline-class Antimicrobial [EPC], Tetracyclines [CS]","58914-601","58914-601-20","58914-601_3d322704-6e38-4d2e-a481-f417a711676b","HUMAN PRESCRIPTION DRUG","Pylera","","CAPSULE","ORAL","20130801","","NDA","NDA050786","Allergan, Inc.","140; 125; 125","mg/1; mg/1; mg/1","","N","20241231"
"4381","BISMUTH SUBCITRATE POTASSIUM; METRONIDAZOLE; TETRACYCLINE HYDROCHLORIDE","Bismuth subcitrate potassium, Metronidazole, Tetracycline hydrochloride","58914060121","Bismuth [CS], Bismuth [EPC], Nitroimidazole Antimicrobial [EPC], Nitroimidazoles [CS], Tetracycline-class Antimicrobial [EPC], Tetracyclines [CS]","58914-601","58914-601-21","58914-601_3d322704-6e38-4d2e-a481-f417a711676b","HUMAN PRESCRIPTION DRUG","Pylera","","CAPSULE","ORAL","20130801","","NDA","NDA050786","Allergan, Inc.","140; 125; 125","mg/1; mg/1; mg/1","","N","20241231"
"4382","BACITRACIN ZINC; POLYMYXIN B SULFATE","BACITRACIN ZINC and POLYMYXIN B SULFATE","58980001201","Decreased Cell Wall Synthesis & Repair [PE], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","58980-012","58980-012-01","58980-012_a01f570e-e689-4c0d-abb3-1ee61883a2a2","HUMAN OTC DRUG","BACITRACIN ZINC","","OINTMENT","TOPICAL","20170915","","OTC MONOGRAPH FINAL","part333B","STRATUS PHARMACEUTICALS INC","500; 10000","[USP'U]/g; [USP'U]/g","","N","20241231"
"4383","BACITRACIN ZINC; POLYMYXIN B SULFATE","BACITRACIN ZINC and POLYMYXIN B SULFATE","58980001205","Decreased Cell Wall Synthesis & Repair [PE], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","58980-012","58980-012-05","58980-012_a01f570e-e689-4c0d-abb3-1ee61883a2a2","HUMAN OTC DRUG","BACITRACIN ZINC","","OINTMENT","TOPICAL","20170915","","OTC MONOGRAPH FINAL","part333B","STRATUS PHARMACEUTICALS INC","500; 10000","[USP'U]/g; [USP'U]/g","","N","20241231"
"4384","MICONAZOLE NITRATE","Miconazole Nitrate","58980081810","Azole Antifungal [EPC], Azoles [CS]","58980-818","58980-818-10","58980-818_fa7abfcb-49d5-412f-88ab-68af39fd0f5d","HUMAN OTC DRUG","Azolen","","TINCTURE","TOPICAL","20170915","","OTC MONOGRAPH FINAL","part333C","Stratus Pharmaceuticals, Inc.","20","mg/mL","","N","20241231"
"4385","MICONAZOLE NITRATE","MICONAZOLE NITRATE","58980081960","Azole Antifungal [EPC], Azoles [CS]","58980-819","58980-819-60","58980-819_2e94984c-a24d-46df-8d98-4051110efe75","HUMAN OTC DRUG","AZOLEN","","LIQUID","TOPICAL","20230914","","OTC MONOGRAPH FINAL","part333C","STRATUS PHARMACEUTICALS INC","2","mg/g","","N","20241231"
"4386","BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE; PRAMOXINE HYDROCHLORIDE","Bacitracin Zinc, Polymyxin B Sulfate, Neomycin Sulfate, and PRAMOXINE HYDROCHLORIDE","58988117001","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Decreased Cell Wall Synthesis & Repair [PE], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","58988-1170","58988-1170-1","58988-1170_4d1e0271-73eb-4265-a701-33a742b81483","HUMAN OTC DRUG","Cuadriderma","","OINTMENT","TOPICAL","20130531","","OTC MONOGRAPH FINAL","part333B","ProMex LLC","500; 3.5; 10000; 10","[iU]/g; mg/g; [iU]/g; mg/g","","N","20241231"
"4387","MICONAZOLE NITRATE","Miconazole Nitrate","59088024407","Azole Antifungal [EPC], Azoles [CS]","59088-244","59088-244-07","59088-244_a1d9a187-696c-a2f2-e053-2a95a90afc3e","HUMAN OTC DRUG","CVS Feminine Intimate Powder","","POWDER","TOPICAL","20190531","","OTC MONOGRAPH FINAL","part333C","PureTek Corporation","20","mg/g","","N","20241231"
"4388","CLOTRIMAZOLE","Clotrimazole","59088044107","Azole Antifungal [EPC], Azoles [CS]","59088-441","59088-441-07","59088-441_f204b6f6-9444-4261-e053-2995a90a963a","HUMAN OTC DRUG","Mycozyl AC","","CREAM","TOPICAL","20210406","","OTC MONOGRAPH FINAL","part333C","PureTek Corporation","10","mg/g","","N","20241231"
"4389","MICONAZOLE NITRATE","Miconazole Nitrate","59088044207","Azole Antifungal [EPC], Azoles [CS]","59088-442","59088-442-07","59088-442_f204ed3a-fde8-ab55-e053-2995a90aa29f","HUMAN OTC DRUG","Mycozyl AP","","POWDER","TOPICAL","20201208","","OTC MONOGRAPH FINAL","part333C","PureTek Corporation","2","g/85g","","N","20241231"
"4390","CLOTRIMAZOLE","Clotrimazole","59088047607","Azole Antifungal [EPC], Azoles [CS]","59088-476","59088-476-07","59088-476_f2051c68-cddd-58b2-e053-2995a90a6b48","HUMAN OTC DRUG","Micotrin AC","","CREAM","TOPICAL","20211025","","OTC MONOGRAPH FINAL","part333C","PureTek Corporation","10","mg/g","","N","20241231"
"4391","MICONAZOLE NITRATE","Miconazole Nitrate","59088047807","Azole Antifungal [EPC], Azoles [CS]","59088-478","59088-478-07","59088-478_f2051fcb-c69c-89a7-e053-2a95a90a415a","HUMAN OTC DRUG","Micotrin AP","","POWDER","TOPICAL","20211025","","OTC MONOGRAPH FINAL","part333C","PureTek Corporation","2","g/85g","","N","20241231"
"4392","AMOXICILLIN","Amoxicillin","59115004101","Penicillin-class Antibacterial [EPC], Penicillins [CS]","59115-041","59115-041-01","59115-041_cb87b82e-ef92-4f64-a6c2-204e6aa3c7c8","HUMAN PRESCRIPTION DRUG","Amoxicillin","","CAPSULE","ORAL","20070205","","ANDA","ANDA065291","Hikma Pharmaceutical","500","mg/1","","N","20241231"
"4393","AMOXICILLIN","Amoxicillin","59115004122","Penicillin-class Antibacterial [EPC], Penicillins [CS]","59115-041","59115-041-22","59115-041_cb87b82e-ef92-4f64-a6c2-204e6aa3c7c8","HUMAN PRESCRIPTION DRUG","Amoxicillin","","CAPSULE","ORAL","20070205","","ANDA","ANDA065291","Hikma Pharmaceutical","500","mg/1","","N","20241231"
"4394","AMOXICILLIN","Amoxicillin","59115004155","Penicillin-class Antibacterial [EPC], Penicillins [CS]","59115-041","59115-041-55","59115-041_cb87b82e-ef92-4f64-a6c2-204e6aa3c7c8","HUMAN PRESCRIPTION DRUG","Amoxicillin","","CAPSULE","ORAL","20070205","","ANDA","ANDA065291","Hikma Pharmaceutical","500","mg/1","","N","20241231"
"4395","MICONAZOLE NITRATE","Miconazole Nitrate","59208000102","Azole Antifungal [EPC], Azoles [CS]","59208-001","59208-001-02","59208-001_f381a4ac-4770-6536-e053-2995a90a9954","HUMAN OTC DRUG","Conazol","","CREAM","TOPICAL","20190301","","OTC MONOGRAPH FINAL","M005","Laboratorios Liomont, S.A. de C.V.","20","mg/g","","N","20241231"
"4396","MICONAZOLE NITRATE","Miconazole Nitrate","59208000130","Azole Antifungal [EPC], Azoles [CS]","59208-001","59208-001-30","59208-001_f381a4ac-4770-6536-e053-2995a90a9954","HUMAN OTC DRUG","Conazol","","CREAM","TOPICAL","20190301","","OTC MONOGRAPH FINAL","M005","Laboratorios Liomont, S.A. de C.V.","20","mg/g","","N","20241231"
